date,country,browser,market_share
2025-03,Luxembourg,Facebook,3.269
2025-03,Luxembourg,Chrome Mobile WebView,2.592
2025-03,Luxembourg,Instagram,2.004
2025-03,Luxembourg,Brave,1.323
2025-03,Luxembourg,Opera,1.276
2025-03,Luxembourg,DuckDuckGo,0.378
2025-03,Luxembourg,TikTok,0.196
2025-03,Luxembourg,Yandex Browser,0.143
2025-03,Luxembourg,UC Browser,0.105
2025-03,Luxembourg,Snapchat,0.096
2025-03,Luxembourg,Ecosia,0.075
2025-03,Luxembourg,QQ Browser,0.06
2025-03,Luxembourg,Pinterest,0.056
2025-03,Luxembourg,Twitter,0.054
2025-03,Luxembourg,Aloha Browser,0.052
2025-03,Luxembourg,Avast Secure Browser,0.044
2025-03,Luxembourg,Huawei Browser,0.034
2025-03,Luxembourg,Mi Browser,0.03
2025-03,Luxembourg,AVG,0.017
2025-03,Luxembourg,VivoBrowser,0.006
2025-03,Luxembourg,Vivaldi,0.004
2025-03,Luxembourg,Oculus Browser,0.003
2025-03,Luxembourg,Whale,0.003
2025-03,Luxembourg,Baidu Browser,0.002
2025-03,Luxembourg,HiBrowser,0.002
2025-03,Luxembourg,Other,0.002
2025-03,Luxembourg,Wave Browser,0.002
2025-03,Luxembourg,Instabridge,0.001
2025-03,Malta,Chrome,55.581
2025-03,Malta,Safari,12.354
2025-03,Malta,Mobile Safari UI/WKWebView,6.228
2025-03,Malta,Edge,6.055
2025-03,Malta,Firefox,4.72
2025-03,Malta,Facebook,4.547
2025-03,Malta,Chrome Mobile WebView,3.584
2025-03,Malta,Samsung Internet,1.852
2025-03,Malta,Brave,1.694
2025-03,Malta,Opera,1.452
2025-03,Malta,Instagram,1.234
2025-03,Malta,DuckDuckGo,0.145
2025-03,Malta,TikTok,0.095
2025-03,Malta,Aloha Browser,0.081
2025-03,Malta,Mi Browser,0.072
2025-03,Malta,Avast Secure Browser,0.058
2025-03,Malta,Twitter,0.044
2025-03,Malta,UC Browser,0.043
2025-03,Malta,Pinterest,0.04
2025-03,Malta,AVG,0.034
2025-03,Malta,Yandex Browser,0.03
2025-03,Malta,Huawei Browser,0.021
2025-03,Malta,Ecosia,0.013
2025-03,Malta,Oculus Browser,0.007
2025-03,Malta,VivoBrowser,0.005
2025-03,Malta,Snapchat,0.004
2025-03,Malta,Whale,0.003
2025-03,Malta,Other,0.002
2025-03,Malta,HiBrowser,0.001
2025-03,Netherlands,Chrome,42.911
2025-03,Netherlands,Safari,18.183
2025-03,Netherlands,Edge,8.547
2025-03,Netherlands,Mobile Safari UI/WKWebView,6.424
2025-03,Netherlands,Opera,4.518
2025-03,Netherlands,Firefox,4.368
2025-03,Netherlands,Facebook,3.677
2025-03,Netherlands,Samsung Internet,3.268
2025-03,Netherlands,Chrome Mobile WebView,3.122
2025-03,Netherlands,Instagram,2.132
2025-03,Netherlands,Brave,1.064
2025-03,Netherlands,Yandex Browser,0.428
2025-03,Netherlands,TikTok,0.38
2025-03,Netherlands,DuckDuckGo,0.374
2025-03,Netherlands,Aloha Browser,0.13
2025-03,Netherlands,Snapchat,0.097
2025-03,Netherlands,UC Browser,0.069
2025-03,Netherlands,AVG,0.054
2025-03,Netherlands,Ecosia,0.054
2025-03,Netherlands,Twitter,0.046
2025-03,Netherlands,Avast Secure Browser,0.043
2025-03,Netherlands,Pinterest,0.039
2025-03,Netherlands,Mi Browser,0.027
2025-03,Netherlands,Huawei Browser,0.016
2025-03,Netherlands,VivoBrowser,0.008
2025-03,Netherlands,Oculus Browser,0.007
2025-03,Netherlands,QQ Browser,0.004
2025-03,Netherlands,Vivaldi,0.003
2025-03,Netherlands,Whale,0.003
2025-03,Netherlands,HiBrowser,0.002
2025-03,Netherlands,Other,0.002
2025-03,Netherlands,Mint Browser,0.001
2025-03,New Zealand,Chrome,52.158
2025-03,New Zealand,Safari,17.838
2025-03,New Zealand,Edge,6.957
2025-03,New Zealand,Facebook,5.811
2025-03,New Zealand,Mobile Safari UI/WKWebView,5.172
2025-03,New Zealand,Firefox,2.885
2025-03,New Zealand,Samsung Internet,2.612
2025-03,New Zealand,Chrome Mobile WebView,2.357
2025-03,New Zealand,Instagram,1.757
2025-03,New Zealand,Opera,0.865
2025-03,New Zealand,Brave,0.861
2025-03,New Zealand,TikTok,0.226
2025-03,New Zealand,DuckDuckGo,0.22
2025-03,New Zealand,Snapchat,0.043
2025-03,New Zealand,Avast Secure Browser,0.033
2025-03,New Zealand,Pinterest,0.03
2025-03,New Zealand,Twitter,0.029
2025-03,New Zealand,AVG,0.027
2025-03,New Zealand,Aloha Browser,0.024
2025-03,New Zealand,Huawei Browser,0.02
2025-03,New Zealand,Ecosia,0.017
2025-03,New Zealand,Yandex Browser,0.011
2025-03,New Zealand,UC Browser,0.009
2025-03,New Zealand,Whale,0.008
2025-03,New Zealand,Mi Browser,0.007
2025-03,New Zealand,Oculus Browser,0.005
2025-03,New Zealand,KakaoTalk,0.004
2025-03,New Zealand,QQ Browser,0.004
2025-03,New Zealand,VivoBrowser,0.004
2025-03,New Zealand,Instabridge,0.002
2025-03,New Zealand,Other,0.001
2025-03,New Zealand,Sogou Explorer,0.001
2025-03,New Zealand,Vivaldi,0.001
2025-03,Norway,Chrome,38.769
2025-03,Norway,Safari,23.682
2025-03,Norway,Mobile Safari UI/WKWebView,8.377
2025-03,Norway,Edge,8.05
2025-03,Norway,Facebook,4.999
2025-03,Norway,Firefox,4.235
2025-03,Norway,Chrome Mobile WebView,3.67
2025-03,Norway,Samsung Internet,2.914
2025-03,Norway,Instagram,1.677
2025-03,Norway,Opera,1.549
2025-03,Norway,Brave,0.902
2025-03,Norway,Snapchat,0.369
2025-03,Norway,TikTok,0.24
2025-03,Norway,DuckDuckGo,0.232
2025-03,Norway,Yandex Browser,0.113
2025-03,Norway,Twitter,0.038
2025-03,Norway,Avast Secure Browser,0.034
2025-03,Norway,Pinterest,0.032
2025-03,Norway,AVG,0.029
2025-03,Norway,Aloha Browser,0.027
2025-03,Norway,Huawei Browser,0.015
2025-03,Norway,Mi Browser,0.012
2025-03,Norway,Oculus Browser,0.012
2025-03,Norway,Ecosia,0.011
2025-03,Norway,UC Browser,0.005
2025-03,Norway,Vivaldi,0.004
2025-03,Norway,Other,0.002
2025-03,Norway,VivoBrowser,0.001
2025-03,Norway,Whale,0.001
2025-03,Poland,Chrome,56.933
2025-03,Poland,Firefox,8.405
2025-03,Poland,Safari,7.27
2025-03,Poland,Edge,5.419
2025-03,Poland,Opera,4.68
2025-03,Poland,Chrome Mobile WebView,4.548
2025-03,Poland,Facebook,4.2
2025-03,Poland,Mobile Safari UI/WKWebView,3.004
2025-03,Poland,Samsung Internet,2.443
2025-03,Poland,Brave,1.226
2025-03,Poland,Instagram,0.793
2025-03,Poland,Yandex Browser,0.216
2025-03,Poland,Mi Browser,0.185
2025-03,Poland,TikTok,0.177
2025-03,Poland,Avast Secure Browser,0.125
2025-03,Poland,DuckDuckGo,0.116
2025-03,Poland,Huawei Browser,0.085
2025-03,Poland,Twitter,0.037
2025-03,Poland,Aloha Browser,0.032
2025-03,Poland,Pinterest,0.032
2025-03,Poland,AVG,0.025
2025-03,Poland,UC Browser,0.024
2025-03,Poland,Oculus Browser,0.005
2025-03,Poland,Ecosia,0.004
2025-03,Poland,Vivaldi,0.004
2025-03,Poland,HiBrowser,0.003
2025-03,Poland,Snapchat,0.002
2025-03,Poland,VivoBrowser,0.002
2025-03,Poland,Whale,0.002
2025-03,Poland,Instabridge,0.001
2025-03,Poland,Mint Browser,0.001
2025-03,Poland,Other,0.001
2025-03,Poland,QQ Browser,0.001
2025-03,Portugal,Chrome,56.062
2025-03,Portugal,Safari,9.19
2025-03,Portugal,Edge,7.486
2025-03,Portugal,Chrome Mobile WebView,6.267
2025-03,Portugal,Mobile Safari UI/WKWebView,5.136
2025-03,Portugal,Firefox,4.724
2025-03,Portugal,Facebook,3.227
2025-03,Portugal,Instagram,2.077
2025-03,Portugal,Opera,1.98
2025-03,Portugal,Brave,1.543
2025-03,Portugal,Samsung Internet,1.504
2025-03,Portugal,TikTok,0.157
2025-03,Portugal,DuckDuckGo,0.111
2025-03,Portugal,Mi Browser,0.105
2025-03,Portugal,Avast Secure Browser,0.092
2025-03,Portugal,Huawei Browser,0.09
2025-03,Portugal,Twitter,0.059
2025-03,Portugal,AVG,0.047
2025-03,Portugal,Pinterest,0.036
2025-03,Portugal,Aloha Browser,0.033
2025-03,Portugal,Yandex Browser,0.033
2025-03,Portugal,Ecosia,0.014
2025-03,Portugal,UC Browser,0.012
2025-03,Portugal,Snapchat,0.005
2025-03,Portugal,Oculus Browser,0.002
2025-03,Portugal,Vivaldi,0.002
2025-03,Portugal,Whale,0.002
2025-03,Portugal,Instabridge,0.001
2025-03,Portugal,Other,0.001
2025-03,Portugal,QQ Browser,0.001
2025-03,Portugal,VivoBrowser,0.001
2025-03,Romania,Chrome,54.544
2025-03,Romania,Facebook,8.512
2025-03,Romania,Safari,7.923
2025-03,Romania,Chrome Mobile WebView,7.722
2025-03,Romania,Mobile Safari UI/WKWebView,4.208
2025-03,Romania,Firefox,4.116
2025-03,Romania,Samsung Internet,3.4
2025-03,Romania,Edge,3.364
2025-03,Romania,Opera,2.012
2025-03,Romania,Brave,1.634
2025-03,Romania,Instagram,1.071
2025-03,Romania,TikTok,0.616
2025-03,Romania,Huawei Browser,0.294
2025-03,Romania,DuckDuckGo,0.144
2025-03,Romania,Mi Browser,0.119
2025-03,Romania,Yandex Browser,0.078
2025-03,Romania,Avast Secure Browser,0.066
2025-03,Romania,Aloha Browser,0.048
2025-03,Romania,Pinterest,0.033
2025-03,Romania,Twitter,0.023
2025-03,Romania,UC Browser,0.023
2025-03,Romania,AVG,0.017
2025-03,Romania,Snapchat,0.01
2025-03,Romania,Ecosia,0.006
2025-03,Romania,Whale,0.004
2025-03,Romania,Oculus Browser,0.003
2025-03,Romania,VivoBrowser,0.003
2025-03,Romania,Instabridge,0.002
2025-03,Romania,Vivaldi,0.002
2025-03,Romania,HiBrowser,0.001
2025-03,Romania,Other,0.001
2025-03,Romania,QQ Browser,0.001
2025-03,Russian Federation,Chrome,35.957
2025-03,Russian Federation,Yandex Browser,31.398
2025-03,Russian Federation,Safari,8.473
2025-03,Russian Federation,Chrome Mobile WebView,7.159
2025-03,Russian Federation,Edge,4.467
2025-03,Russian Federation,Mobile Safari UI/WKWebView,4.416
2025-03,Russian Federation,Opera,3.847
2025-03,Russian Federation,Firefox,2.396
2025-03,Russian Federation,Samsung Internet,0.796
2025-03,Russian Federation,Mi Browser,0.37
2025-03,Russian Federation,Brave,0.224
2025-03,Russian Federation,Huawei Browser,0.216
2025-03,Russian Federation,Pinterest,0.068
2025-03,Russian Federation,Aloha Browser,0.054
2025-03,Russian Federation,DuckDuckGo,0.05
2025-03,Russian Federation,TikTok,0.031
2025-03,Russian Federation,UC Browser,0.027
2025-03,Russian Federation,VivoBrowser,0.011
2025-03,Russian Federation,Avast Secure Browser,0.009
2025-03,Russian Federation,Instagram,0.005
2025-03,Russian Federation,Facebook,0.004
2025-03,Russian Federation,Oculus Browser,0.004
2025-03,Russian Federation,QQ Browser,0.004
2025-03,Russian Federation,Mint Browser,0.003
2025-03,Russian Federation,Vivaldi,0.003
2025-03,Russian Federation,Other,0.002
2025-03,Russian Federation,AVG,0.001
2025-03,Russian Federation,HiBrowser,0.001
2025-03,Russian Federation,Twitter,0.001
2025-03,Russian Federation,Whale,0.001
2025-03,Russian Federation,WhatsApp,0.001
2025-03,Slovakia,Chrome,58.761
2025-03,Slovakia,Safari,8.859
2025-03,Slovakia,Firefox,6.734
2025-03,Slovakia,Facebook,5.636
2025-03,Slovakia,Edge,5.394
2025-03,Slovakia,Chrome Mobile WebView,4.333
2025-03,Slovakia,Mobile Safari UI/WKWebView,2.846
2025-03,Slovakia,Samsung Internet,2.589
2025-03,Slovakia,Opera,2.092
2025-03,Slovakia,Brave,1.024
2025-03,Slovakia,Instagram,0.887
2025-03,Slovakia,Mi Browser,0.158
2025-03,Slovakia,Huawei Browser,0.155
2025-03,Slovakia,Avast Secure Browser,0.118
2025-03,Slovakia,DuckDuckGo,0.108
2025-03,Slovakia,Yandex Browser,0.096
2025-03,Slovakia,TikTok,0.076
2025-03,Slovakia,AVG,0.037
2025-03,Slovakia,Pinterest,0.029
2025-03,Slovakia,Aloha Browser,0.026
2025-03,Slovakia,Twitter,0.015
2025-03,Slovakia,UC Browser,0.007
2025-03,Slovakia,Ecosia,0.004
2025-03,Slovakia,Oculus Browser,0.004
2025-03,Slovakia,Snapchat,0.004
2025-03,Slovakia,HiBrowser,0.002
2025-03,Slovakia,Vivaldi,0.002
2025-03,Slovakia,Whale,0.002
2025-03,Slovakia,Other,0.001
2025-03,Slovakia,QQ Browser,0.001
2025-03,Slovakia,VivoBrowser,0.001
2025-03,Slovenia,Chrome,60.287
2025-03,Slovenia,Safari,9.083
2025-03,Slovenia,Firefox,7.087
2025-03,Slovenia,Facebook,5.405
2025-03,Slovenia,Edge,4.998
2025-03,Slovenia,Samsung Internet,4.639
2025-03,Slovenia,Chrome Mobile WebView,2.471
2025-03,Slovenia,Mobile Safari UI/WKWebView,1.648
2025-03,Slovenia,Brave,1.447
2025-03,Slovenia,Opera,1.069
2025-03,Slovenia,Instagram,0.978
2025-03,Slovenia,Huawei Browser,0.265
2025-03,Slovenia,DuckDuckGo,0.157
2025-03,Slovenia,TikTok,0.124
2025-03,Slovenia,Avast Secure Browser,0.092
2025-03,Slovenia,Mi Browser,0.072
2025-03,Slovenia,Yandex Browser,0.038
2025-03,Slovenia,Snapchat,0.037
2025-03,Slovenia,Aloha Browser,0.03
2025-03,Slovenia,Pinterest,0.024
2025-03,Slovenia,AVG,0.018
2025-03,Slovenia,Twitter,0.016
2025-03,Slovenia,Ecosia,0.006
2025-03,Slovenia,UC Browser,0.003
2025-03,Slovenia,Other,0.002
2025-03,Slovenia,QQ Browser,0.002
2025-03,Slovenia,Oculus Browser,0.001
2025-03,Slovenia,Whale,0.001
2025-03,South Africa,Chrome,54.875
2025-03,South Africa,Chrome Mobile WebView,15.818
2025-03,South Africa,Edge,6.784
2025-03,South Africa,Safari,6.103
2025-03,South Africa,Mobile Safari UI/WKWebView,3.415
2025-03,South Africa,Facebook,2.787
2025-03,South Africa,Samsung Internet,2.646
2025-03,South Africa,Firefox,1.893
2025-03,South Africa,Opera,1.592
2025-03,South Africa,Huawei Browser,1.389
2025-03,South Africa,Brave,1.045
2025-03,South Africa,Instagram,0.822
2025-03,South Africa,TikTok,0.208
2025-03,South Africa,UC Browser,0.206
2025-03,South Africa,Twitter,0.099
2025-03,South Africa,Avast Secure Browser,0.073
2025-03,South Africa,DuckDuckGo,0.072
2025-03,South Africa,AVG,0.044
2025-03,South Africa,Pinterest,0.036
2025-03,South Africa,Aloha Browser,0.025
2025-03,South Africa,VivoBrowser,0.016
2025-03,South Africa,Yandex Browser,0.016
2025-03,South Africa,Instabridge,0.011
2025-03,South Africa,Mi Browser,0.011
2025-03,South Africa,QQ Browser,0.004
2025-03,South Africa,Ecosia,0.003
2025-03,South Africa,Other,0.002
2025-03,South Africa,Mint Browser,0.001
2025-03,South Africa,Oculus Browser,0.001
2025-03,South Africa,Snapchat,0.001
2025-03,South Africa,Whale,0.001
2025-03,Spain,Chrome,61.629
2025-03,Spain,Safari,8.049
2025-03,Spain,Mobile Safari UI/WKWebView,7.32
2025-03,Spain,Edge,5.317
2025-03,Spain,Chrome Mobile WebView,4.859
2025-03,Spain,Firefox,4.622
2025-03,Spain,Instagram,2.016
2025-03,Spain,Facebook,1.869
2025-03,Spain,Samsung Internet,1.471
2025-03,Spain,Opera,0.965
2025-03,Spain,Brave,0.89
2025-03,Spain,TikTok,0.267
2025-03,Spain,Mi Browser,0.247
2025-03,Spain,DuckDuckGo,0.117
2025-03,Spain,Avast Secure Browser,0.102
2025-03,Spain,Twitter,0.065
2025-03,Spain,Huawei Browser,0.038
2025-03,Spain,Aloha Browser,0.03
2025-03,Spain,AVG,0.027
2025-03,Spain,Yandex Browser,0.026
2025-03,Spain,Pinterest,0.025
2025-03,Spain,Ecosia,0.019
2025-03,Spain,UC Browser,0.009
2025-03,Spain,Oculus Browser,0.005
2025-03,Spain,Snapchat,0.004
2025-03,Spain,Sogou Explorer,0.004
2025-03,Spain,Other,0.002
2025-03,Spain,Whale,0.002
2025-03,Spain,HiBrowser,0.001
2025-03,Spain,Mint Browser,0.001
2025-03,Spain,QQ Browser,0.001
2025-03,Spain,Vivaldi,0.001
2025-03,Spain,VivoBrowser,0.001
2025-03,Sweden,Chrome,47.745
2025-03,Sweden,Safari,19.227
2025-03,Sweden,Mobile Safari UI/WKWebView,8.058
2025-03,Sweden,Edge,7.012
2025-03,Sweden,Chrome Mobile WebView,3.633
2025-03,Sweden,Facebook,3.545
2025-03,Sweden,Firefox,3.544
2025-03,Sweden,Samsung Internet,2.803
2025-03,Sweden,Instagram,1.728
2025-03,Sweden,Opera,0.985
2025-03,Sweden,Brave,0.801
2025-03,Sweden,TikTok,0.281
2025-03,Sweden,DuckDuckGo,0.218
2025-03,Sweden,Yandex Browser,0.112
2025-03,Sweden,Snapchat,0.08
2025-03,Sweden,Twitter,0.039
2025-03,Sweden,Avast Secure Browser,0.035
2025-03,Sweden,Pinterest,0.032
2025-03,Sweden,Aloha Browser,0.031
2025-03,Sweden,AVG,0.029
2025-03,Sweden,Ecosia,0.018
2025-03,Sweden,Mi Browser,0.017
2025-03,Sweden,Huawei Browser,0.011
2025-03,Sweden,Oculus Browser,0.007
2025-03,Sweden,UC Browser,0.005
2025-03,Sweden,Instabridge,0.001
2025-03,Sweden,Other,0.001
2025-03,Sweden,QQ Browser,0.001
2025-03,Sweden,Vivaldi,0.001
2025-03,Sweden,VivoBrowser,0.001
2025-03,Sweden,Whale,0.001
2025-03,Switzerland,Chrome,36.415
2025-03,Switzerland,Safari,23.657
2025-03,Switzerland,Edge,10.224
2025-03,Switzerland,Firefox,8.387
2025-03,Switzerland,Mobile Safari UI/WKWebView,7.346
2025-03,Switzerland,Samsung Internet,3.648
2025-03,Switzerland,Chrome Mobile WebView,2.944
2025-03,Switzerland,Instagram,2.008
2025-03,Switzerland,Facebook,1.721
2025-03,Switzerland,Brave,1.386
2025-03,Switzerland,Opera,1.023
2025-03,Switzerland,DuckDuckGo,0.398
2025-03,Switzerland,TikTok,0.31
2025-03,Switzerland,Ecosia,0.092
2025-03,Switzerland,Avast Secure Browser,0.075
2025-03,Switzerland,Yandex Browser,0.067
2025-03,Switzerland,Aloha Browser,0.049
2025-03,Switzerland,Pinterest,0.048
2025-03,Switzerland,Snapchat,0.046
2025-03,Switzerland,Twitter,0.041
2025-03,Switzerland,Huawei Browser,0.028
2025-03,Switzerland,Mi Browser,0.026
2025-03,Switzerland,AVG,0.023
2025-03,Switzerland,UC Browser,0.017
2025-03,Switzerland,Oculus Browser,0.007
2025-03,Switzerland,QQ Browser,0.002
2025-03,Switzerland,Vivaldi,0.002
2025-03,Switzerland,VivoBrowser,0.002
2025-03,Switzerland,Whale,0.002
2025-03,Switzerland,HiBrowser,0.001
2025-03,Switzerland,Instabridge,0.001
2025-03,Switzerland,Other,0.001
2025-03,Turkey,Chrome,57.969
2025-03,Turkey,Safari,11.238
2025-03,Turkey,Chrome Mobile WebView,8.501
2025-03,Turkey,Mobile Safari UI/WKWebView,5.535
2025-03,Turkey,Instagram,4.28
2025-03,Turkey,Opera,2.975
2025-03,Turkey,Edge,2.695
2025-03,Turkey,Samsung Internet,1.853
2025-03,Turkey,Firefox,1.454
2025-03,Turkey,Facebook,1.349
2025-03,Turkey,Brave,0.651
2025-03,Turkey,Yandex Browser,0.565
2025-03,Turkey,Mi Browser,0.236
2025-03,Turkey,Twitter,0.224
2025-03,Turkey,Huawei Browser,0.157
2025-03,Turkey,TikTok,0.125
2025-03,Turkey,HiBrowser,0.06
2025-03,Turkey,Pinterest,0.03
2025-03,Turkey,Aloha Browser,0.028
2025-03,Turkey,Avast Secure Browser,0.025
2025-03,Turkey,DuckDuckGo,0.016
2025-03,Turkey,UC Browser,0.015
2025-03,Turkey,AVG,0.006
2025-03,Turkey,Snapchat,0.005
2025-03,Turkey,Whale,0.003
2025-03,Turkey,Other,0.002
2025-03,Turkey,Ecosia,0.001
2025-03,Turkey,Oculus Browser,0.001
2025-03,Turkey,QQ Browser,0.001
2025-03,United Kingdom,Chrome,38.19
2025-03,United Kingdom,Safari,22.406
2025-03,United Kingdom,Mobile Safari UI/WKWebView,12.436
2025-03,United Kingdom,Edge,7.572
2025-03,United Kingdom,Facebook,5.07
2025-03,United Kingdom,Chrome Mobile WebView,4.159
2025-03,United Kingdom,Samsung Internet,2.936
2025-03,United Kingdom,Firefox,2.731
2025-03,United Kingdom,Instagram,1.87
2025-03,United Kingdom,Opera,0.825
2025-03,United Kingdom,Brave,0.643
2025-03,United Kingdom,DuckDuckGo,0.376
2025-03,United Kingdom,TikTok,0.298
2025-03,United Kingdom,Twitter,0.093
2025-03,United Kingdom,Snapchat,0.075
2025-03,United Kingdom,Yandex Browser,0.06
2025-03,United Kingdom,AVG,0.04
2025-03,United Kingdom,Aloha Browser,0.039
2025-03,United Kingdom,Ecosia,0.038
2025-03,United Kingdom,Pinterest,0.031
2025-03,United Kingdom,Avast Secure Browser,0.028
2025-03,United Kingdom,UC Browser,0.019
2025-03,United Kingdom,Huawei Browser,0.017
2025-03,United Kingdom,Oculus Browser,0.012
2025-03,United Kingdom,Wave Browser,0.012
2025-03,United Kingdom,Mi Browser,0.011
2025-03,United Kingdom,Other,0.002
2025-03,United Kingdom,QQ Browser,0.002
2025-03,United Kingdom,VivoBrowser,0.002
2025-03,United Kingdom,Whale,0.002
2025-03,United Kingdom,HiBrowser,0.001
2025-03,United Kingdom,Vivaldi,0.001
2025-03,United States,Chrome,43.358
2025-03,United States,Safari,18.734
2025-03,United States,Mobile Safari UI/WKWebView,15.483
2025-03,United States,Edge,6.89
2025-03,United States,Facebook,3.809
2025-03,United States,Firefox,3.546
2025-03,United States,Chrome Mobile WebView,3.044
2025-03,United States,Instagram,1.754
2025-03,United States,Samsung Internet,0.747
2025-03,United States,Opera,0.724
2025-03,United States,Brave,0.669
2025-03,United States,DuckDuckGo,0.451
2025-03,United States,TikTok,0.281
2025-03,United States,Snapchat,0.146
2025-03,United States,Twitter,0.088
2025-03,United States,Pinterest,0.072
2025-03,United States,Wave Browser,0.037
2025-03,United States,Aloha Browser,0.028
2025-03,United States,Yandex Browser,0.025
2025-03,United States,Avast Secure Browser,0.021
2025-03,United States,AVG,0.02
2025-03,United States,Oculus Browser,0.016
2025-03,United States,UC Browser,0.016
2025-03,United States,QQ Browser,0.009
2025-03,United States,Ecosia,0.008
2025-03,United States,Huawei Browser,0.005
2025-03,United States,Mi Browser,0.004
2025-03,United States,Puffin,0.003
2025-03,United States,VivoBrowser,0.003
2025-03,United States,Instabridge,0.002
2025-03,United States,Vivaldi,0.002
2025-03,United States,Whale,0.002
2025-03,United States,HiBrowser,0.001
2025-03,United States,KakaoTalk,0.001
2025-03,United States,Sogou Explorer,0.001
2025-03,United States,Other,0.0
2025-02,Australia,Chrome,46.208
2025-02,Australia,Safari,20.953
2025-02,Australia,Mobile Safari UI/WKWebView,8.303
2025-02,Australia,Edge,6.716
2025-02,Australia,Facebook,5.888
2025-02,Australia,Firefox,2.88
2025-02,Australia,Instagram,2.659
2025-02,Australia,Samsung Internet,2.273
2025-02,Australia,Chrome Mobile WebView,1.834
2025-02,Australia,Brave,0.751
2025-02,Australia,Opera,0.735
2025-02,Australia,DuckDuckGo,0.23
2025-02,Australia,TikTok,0.22
2025-02,Australia,Pinterest,0.072
2025-02,Australia,Snapchat,0.057
2025-02,Australia,AVG,0.052
2025-02,Australia,Twitter,0.035
2025-02,Australia,Avast Secure Browser,0.031
2025-02,Australia,Aloha Browser,0.027
2025-02,Australia,Yandex Browser,0.016
2025-02,Australia,Ecosia,0.015
2025-02,Australia,Huawei Browser,0.008
2025-02,Australia,UC Browser,0.008
2025-02,Australia,Mi Browser,0.006
2025-02,Australia,Oculus Browser,0.005
2025-02,Australia,QQ Browser,0.005
2025-02,Australia,Whale,0.005
2025-02,Australia,KakaoTalk,0.003
2025-02,Australia,VivoBrowser,0.003
2025-02,Australia,Instabridge,0.001
2025-02,Australia,Other,0.001
2025-02,Australia,Sogou Explorer,0.001
2025-02,Australia,Vivaldi,0.001
2025-02,Austria,Chrome,42.452
2025-02,Austria,Safari,17.481
2025-02,Austria,Firefox,9.318
2025-02,Austria,Edge,9.149
2025-02,Austria,Mobile Safari UI/WKWebView,4.837
2025-02,Austria,Samsung Internet,4.241
2025-02,Austria,Chrome Mobile WebView,3.721
2025-02,Austria,Facebook,2.745
2025-02,Austria,Instagram,2.157
2025-02,Austria,Opera,1.551
2025-02,Austria,Brave,0.961
2025-02,Austria,TikTok,0.302
2025-02,Austria,DuckDuckGo,0.271
2025-02,Austria,Yandex Browser,0.187
2025-02,Austria,Ecosia,0.119
2025-02,Austria,Huawei Browser,0.115
2025-02,Austria,Pinterest,0.094
2025-02,Austria,Avast Secure Browser,0.073
2025-02,Austria,Aloha Browser,0.055
2025-02,Austria,Mi Browser,0.055
2025-02,Austria,Twitter,0.037
2025-02,Austria,Snapchat,0.027
2025-02,Austria,AVG,0.017
2025-02,Austria,UC Browser,0.014
2025-02,Austria,Oculus Browser,0.009
2025-02,Austria,Whale,0.003
2025-02,Austria,Other,0.002
2025-02,Austria,QQ Browser,0.002
2025-02,Austria,Vivaldi,0.002
2025-02,Austria,VivoBrowser,0.002
2025-02,Austria,HiBrowser,0.001
2025-02,Belgium,Chrome,47.665
2025-02,Belgium,Safari,15.99
2025-02,Belgium,Edge,9.073
2025-02,Belgium,Firefox,5.752
2025-02,Belgium,Mobile Safari UI/WKWebView,4.915
2025-02,Belgium,Facebook,4.079
2025-02,Belgium,Chrome Mobile WebView,3.973
2025-02,Belgium,Samsung Internet,3.203
2025-02,Belgium,Instagram,1.874
2025-02,Belgium,Opera,1.197
2025-02,Belgium,Brave,1.002
2025-02,Belgium,TikTok,0.306
2025-02,Belgium,DuckDuckGo,0.217
2025-02,Belgium,Snapchat,0.131
2025-02,Belgium,Avast Secure Browser,0.113
2025-02,Belgium,Ecosia,0.093
2025-02,Belgium,AVG,0.077
2025-02,Belgium,Pinterest,0.072
2025-02,Belgium,Mi Browser,0.065
2025-02,Belgium,Yandex Browser,0.057
2025-02,Belgium,Aloha Browser,0.051
2025-02,Belgium,Twitter,0.051
2025-02,Belgium,Huawei Browser,0.02
2025-02,Belgium,Oculus Browser,0.009
2025-02,Belgium,UC Browser,0.007
2025-02,Belgium,Instabridge,0.002
2025-02,Belgium,Other,0.002
2025-02,Belgium,Vivaldi,0.002
2025-02,Belgium,Whale,0.002
2025-02,Belgium,QQ Browser,0.001
2025-02,Belgium,VivoBrowser,0.001
2025-02,Bulgaria,Chrome,58.861
2025-02,Bulgaria,Safari,10.712
2025-02,Bulgaria,Chrome Mobile WebView,6.401
2025-02,Bulgaria,Firefox,5.063
2025-02,Bulgaria,Facebook,4.501
2025-02,Bulgaria,Edge,3.5
2025-02,Bulgaria,Mobile Safari UI/WKWebView,3.322
2025-02,Bulgaria,Samsung Internet,2.814
2025-02,Bulgaria,Opera,1.586
2025-02,Bulgaria,Brave,1.004
2025-02,Bulgaria,Huawei Browser,0.788
2025-02,Bulgaria,Instagram,0.713
2025-02,Bulgaria,Yandex Browser,0.201
2025-02,Bulgaria,Mi Browser,0.129
2025-02,Bulgaria,DuckDuckGo,0.095
2025-02,Bulgaria,Avast Secure Browser,0.087
2025-02,Bulgaria,TikTok,0.076
2025-02,Bulgaria,Aloha Browser,0.035
2025-02,Bulgaria,Twitter,0.03
